"Season_Nest";"nest";"season";"session";"sx";"ringno";"Total_Complete_Neglect";"n_gaps";"mean_neglect_duration";"n_incubations";"mean_incubation_duration";"uCode";"uName";"NI";"Rank"
"2025_101";"101";2025;"incubation2";"m";48567;0;0;NA;2;56910;"2025_incubation2_101_m";"2025_incubation2_101_m";0;327
"2025_101";"101";2025;"incubation3";"f";50161;4122;1;4122;2;40442,5;"2025_incubation3_101_f";"2025_incubation3_101_f";50,21;16
"2025_101";"101";2025;"incubation3";"m";48567;147;2;73,5;3;30690,3333333333;"2025_incubation3_101_m";"2025_incubation3_101_m";4,44;227
"2025_113_10";"113_10";2025;"incubation1";"f";60006;0;0;NA;2;45555,5;"2025_incubation1_113_10_f";"2025_incubation1_113_10_f";0;327
"2025_113_10";"113_10";2025;"incubation1";"m";50135;0;0;NA;2;46004;"2025_incubation1_113_10_m";"2025_incubation1_113_10_m";0;327
"2025_113_10";"113_10";2025;"incubation2";"f";60006;0;0;NA;3;35136,3333333333;"2025_incubation2_113_10_f";"2025_incubation2_113_10_f";0;327
"2025_113_10";"113_10";2025;"incubation2";"m";50135;16;1;16;3;25446,3333333333;"2025_incubation2_113_10_m";"2025_incubation2_113_10_m";0,66;311
"2025_113_1A";"113_1A";2025;"incubation1";"f";50244;4069;3;1356,33333333333;8;12061,625;"2025_incubation1_113_1A_f";"2025_incubation1_113_1A_f";39,74;33
"2025_113_1A";"113_1A";2025;"incubation1";"m";55439;346;1;346;11;6697,72727272727;"2025_incubation1_113_1A_m";"2025_incubation1_113_1A_m";12,36;119
"2025_113_1A";"113_1A";2025;"incubation2";"f";50244;0;0;NA;4;16506,75;"2025_incubation2_113_1A_f";"2025_incubation2_113_1A_f";0;327
"2025_113_1A";"113_1A";2025;"incubation2";"m";55439;47;1;47;3;44501,6666666667;"2025_incubation2_113_1A_m";"2025_incubation2_113_1A_m";2,07;272
"2025_113_1A";"113_1A";2025;"incubation3";"f";50244;0;0;NA;2;51212;"2025_incubation3_113_1A_f";"2025_incubation3_113_1A_f";0;327
"2025_113_1A";"113_1A";2025;"incubation3";"m";55439;0;0;NA;1;78986;"2025_incubation3_113_1A_m";"2025_incubation3_113_1A_m";0;327
"2025_113_41";"113_41";2025;"incubation2";"f";44892;131;1;131;4;36914,75;"2025_incubation2_113_41_f";"2025_incubation2_113_41_f";5,5;205
"2025_113_41";"113_41";2025;"incubation2";"m";46155;370;1;370;4;13382,25;"2025_incubation2_113_41_m";"2025_incubation2_113_41_m";13,01;112
"2025_113_41";"113_41";2025;"incubation3";"f";44892;0;0;NA;2;48791;"2025_incubation3_113_41_f";"2025_incubation3_113_41_f";0;327
"2025_113_41";"113_41";2025;"incubation3";"m";46155;0;0;NA;2;41112,5;"2025_incubation3_113_41_m";"2025_incubation3_113_41_m";0;327
"2025_11_58";"11_58";2025;"incubation2";"f";58338;0;0;NA;2;47739,5;"2025_incubation2_11_58_f";"2025_incubation2_11_58_f";0;327
"2025_11_58";"11_58";2025;"incubation2";"m";58336;38;1;38;2;38856;"2025_incubation2_11_58_m";"2025_incubation2_11_58_m";1,67;278
"2025_11_58";"11_58";2025;"incubation3";"f";58338;0;0;NA;4;25399;"2025_incubation3_11_58_f";"2025_incubation3_11_58_f";0;327
"2025_11_58";"11_58";2025;"incubation3";"m";58336;239;2;119,5;5;14940;"2025_incubation3_11_58_m";"2025_incubation3_11_58_m";6,87;181
"2025_12_16";"12_16";2025;"incubation1";"f";59948;3217;8;402,125;10;8455,1;"2025_incubation1_12_16_f";"2025_incubation1_12_16_f";28,84;53
"2025_12_16";"12_16";2025;"incubation1";"m";50138;2941;1;2941;4;28585;"2025_incubation1_12_16_m";"2025_incubation1_12_16_m";43,74;25
"2025_14_10M";"14_10M";2025;"incubation1";"f";50225;12;1;12;4;36784;"2025_incubation1_14_10M_f";"2025_incubation1_14_10M_f";0,47;316
"2025_14_10M";"14_10M";2025;"incubation1";"m";50275;150;2;75;2;41316;"2025_incubation1_14_10M_m";"2025_incubation1_14_10M_m";4,53;225
"2025_14_10M";"14_10M";2025;"incubation2";"f";50225;0;0;NA;1;100678;"2025_incubation2_14_10M_f";"2025_incubation2_14_10M_f";0;327
"2025_14_10M";"14_10M";2025;"incubation2";"m";50275;0;0;NA;2;66603,5;"2025_incubation2_14_10M_m";"2025_incubation2_14_10M_m";0;327
"2025_14_10M";"14_10M";2025;"incubation3";"f";50225;0;0;NA;1;118975;"2025_incubation3_14_10M_f";"2025_incubation3_14_10M_f";0;327
"2025_14_10M";"14_10M";2025;"incubation3";"m";50275;0;0;NA;1;58078;"2025_incubation3_14_10M_m";"2025_incubation3_14_10M_m";0;327
"2025_83N";"83N";2025;"incubation1";"f";57164;1223;2;611,5;4;33335,5;"2025_incubation1_83N_f";"2025_incubation1_83N_f";23,22;69
"2025_83N";"83N";2025;"incubation1";"m";55442;0;0;NA;11;9781;"2025_incubation1_83N_m";"2025_incubation1_83N_m";0;327
"2025_83N";"83N";2025;"incubation2";"f";57164;0;0;NA;2;38460;"2025_incubation2_83N_f";"2025_incubation2_83N_f";0;327
"2025_83N";"83N";2025;"incubation2";"m";55442;0;0;NA;2;52116,5;"2025_incubation2_83N_m";"2025_incubation2_83N_m";0;327
"2025_A20_1";"A20_1";2025;"incubation1";"f";59944;53888;23;2342,95652173913;29;2718,10344827586;"2025_incubation1_A20_1_f";"2025_incubation1_A20_1_f";71,38;11
"2025_A20_1";"A20_1";2025;"incubation1";"m";55691;1779;7;254,142857142857;11;4441,27272727273;"2025_incubation1_A20_1_m";"2025_incubation1_A20_1_m";21,31;78
"2025_A20_1";"A20_1";2025;"incubation2";"f";59944;288;4;72;10;7876,4;"2025_incubation2_A20_1_f";"2025_incubation2_A20_1_f";6,43;188
"2025_A20_1";"A20_1";2025;"incubation2";"m";55691;2320;10;232;12;7730,41666666667;"2025_incubation2_A20_1_m";"2025_incubation2_A20_1_m";23,2;70
"2025_A20_1";"A20_1";2025;"incubation3";"f";59944;171;1;171;5;10999;"2025_incubation3_A20_1_f";"2025_incubation3_A20_1_f";6,95;178
"2025_A20_1";"A20_1";2025;"incubation3";"m";55691;1862;3;620,666666666667;4;27815,5;"2025_incubation3_A20_1_m";"2025_incubation3_A20_1_m";26,68;59
"2025_A20_3";"A20_3";2025;"incubation1";"f";59978;0;0;NA;4;23846,25;"2025_incubation1_A20_3_f";"2025_incubation1_A20_3_f";0;327
"2025_A20_3";"A20_3";2025;"incubation1";"m";57909;0;0;NA;1;86672;"2025_incubation1_A20_3_m";"2025_incubation1_A20_3_m";0;327
"2025_A20_3";"A20_3";2025;"incubation2";"f";59978;0;0;NA;2;38274,5;"2025_incubation2_A20_3_f";"2025_incubation2_A20_3_f";0;327
"2025_A20_3";"A20_3";2025;"incubation2";"m";57909;0;0;NA;1;101591;"2025_incubation2_A20_3_m";"2025_incubation2_A20_3_m";0;327
"2025_A20_4";"A20_4";2025;"incubation1";"f";61573;4966;1;4966;8;10982,625;"2025_incubation1_A20_4_f";"2025_incubation1_A20_4_f";53,88;15
"2025_A20_4";"A20_4";2025;"incubation1";"m";57906;116;1;116;47;2360,27659574468;"2025_incubation1_A20_4_m";"2025_incubation1_A20_4_m";4,93;219
"2025_A20_4";"A20_4";2025;"incubation2";"f";61573;0;0;NA;3;39789,3333333333;"2025_incubation2_A20_4_f";"2025_incubation2_A20_4_f";0;327
"2025_A20_4";"A20_4";2025;"incubation2";"m";57906;0;0;NA;21;4856,80952380952;"2025_incubation2_A20_4_m";"2025_incubation2_A20_4_m";0;327
"2025_A20_4";"A20_4";2025;"incubation3";"f";61573;0;0;NA;2;63222;"2025_incubation3_A20_4_f";"2025_incubation3_A20_4_f";0;327
"2025_A20_4";"A20_4";2025;"incubation3";"m";57906;71;1;71;3;20246,3333333333;"2025_incubation3_A20_4_m";"2025_incubation3_A20_4_m";3,11;252
"2025_D15_11";"D15_11";2025;"incubation2";"f";50230;29;1;29;2;51377,5;"2025_incubation2_D15_11_f";"2025_incubation2_D15_11_f";1,26;284
"2025_D15_11";"D15_11";2025;"incubation2";"m";50070;64;1;64;3;46032,6666666667;"2025_incubation2_D15_11_m";"2025_incubation2_D15_11_m";2,81;260
"2025_D15_11";"D15_11";2025;"incubation3";"f";50230;0;0;NA;2;51686;"2025_incubation3_D15_11_f";"2025_incubation3_D15_11_f";0;327
"2025_D15_11";"D15_11";2025;"incubation3";"m";50070;22;1;22;1;73822;"2025_incubation3_D15_11_m";"2025_incubation3_D15_11_m";0,94;300
"2025_D15_6";"D15_6";2025;"incubation2";"f";43087;0;0;NA;2;51358,5;"2025_incubation2_D15_6_f";"2025_incubation2_D15_6_f";0;327
"2025_D15_6";"D15_6";2025;"incubation2";"m";50209;94;1;94;4;25554,25;"2025_incubation2_D15_6_m";"2025_incubation2_D15_6_m";4,06;234
"2025_D15_6";"D15_6";2025;"incubation3";"f";43087;205;1;205;3;31373,6666666667;"2025_incubation3_D15_6_f";"2025_incubation3_D15_6_f";8,12;160
"2025_D15_6";"D15_6";2025;"incubation3";"m";50209;44;1;44;2;42661,5;"2025_incubation3_D15_6_m";"2025_incubation3_D15_6_m";1,94;273
"2025_D17_16";"D17_16";2025;"incubation1";"f";50165;5429;3;1809,66666666667;10;10560,9;"2025_incubation1_D17_16_f";"2025_incubation1_D17_16_f";45,06;23
"2025_D17_16";"D17_16";2025;"incubation1";"m";61525;3388;22;154;32;2206,71875;"2025_incubation1_D17_16_m";"2025_incubation1_D17_16_m";25,14;63
"2025_D17_16";"D17_16";2025;"incubation2";"f";50165;677;2;338,5;5;19249,8;"2025_incubation2_D17_16_f";"2025_incubation2_D17_16_f";15,69;97
"2025_D17_16";"D17_16";2025;"incubation2";"m";61525;236;4;59;6;13098,1666666667;"2025_incubation2_D17_16_m";"2025_incubation2_D17_16_m";5,41;209
"2025_D17_16";"D17_16";2025;"incubation3";"f";50165;22;1;22;7;13280,1428571429;"2025_incubation3_D17_16_f";"2025_incubation3_D17_16_f";0,94;300
"2025_D17_16";"D17_16";2025;"incubation3";"m";61525;268;1;268;10;8650,9;"2025_incubation3_D17_16_m";"2025_incubation3_D17_16_m";10,12;139
"2025_D17_8";"D17_8";2025;"incubation1";"f";57902;0;0;NA;5;7259,4;"2025_incubation1_D17_8_f";"2025_incubation1_D17_8_f";0;327
"2025_D17_8";"D17_8";2025;"incubation1";"m";57903;2034;2;1017;11;13453,8181818182;"2025_incubation1_D17_8_m";"2025_incubation1_D17_8_m";31,06;45
"2025_D17_8";"D17_8";2025;"incubation2";"f";57902;0;0;NA;6;11146,3333333333;"2025_incubation2_D17_8_f";"2025_incubation2_D17_8_f";0;327
"2025_D17_8";"D17_8";2025;"incubation2";"m";57903;151;1;151;5;21198,6;"2025_incubation2_D17_8_m";"2025_incubation2_D17_8_m";6,24;191
"2025_D17_8";"D17_8";2025;"incubation3";"f";57902;0;0;NA;2;40252;"2025_incubation3_D17_8_f";"2025_incubation3_D17_8_f";0;327
"2025_D17_8";"D17_8";2025;"incubation3";"m";57903;25;1;25;3;33571;"2025_incubation3_D17_8_m";"2025_incubation3_D17_8_m";1,08;287
"2025_D21_1";"D21_1";2025;"incubation1";"f";50095;189;4;47,25;7;17013,7142857143;"2025_incubation1_D21_1_f";"2025_incubation1_D21_1_f";4,43;228
"2025_D21_1";"D21_1";2025;"incubation1";"m";50250;0;0;NA;3;20575,6666666667;"2025_incubation1_D21_1_m";"2025_incubation1_D21_1_m";0;327
"2025_D21_1";"D21_1";2025;"incubation2";"f";50095;0;0;NA;1;83596;"2025_incubation2_D21_1_f";"2025_incubation2_D21_1_f";0;327
"2025_D21_1";"D21_1";2025;"incubation2";"m";50250;22;1;22;3;28760,3333333333;"2025_incubation2_D21_1_m";"2025_incubation2_D21_1_m";0,94;300
"2025_D21_1";"D21_1";2025;"incubation3";"f";50095;12;2;6;3;24311;"2025_incubation3_D21_1_f";"2025_incubation3_D21_1_f";0,3;321
"2025_D21_1";"D21_1";2025;"incubation3";"m";50250;0;0;NA;2;54553,5;"2025_incubation3_D21_1_m";"2025_incubation3_D21_1_m";0;327
"2025_D22_17";"D22_17";2025;"incubation2";"f";59976;0;0;NA;2;51030;"2025_incubation2_D22_17_f";"2025_incubation2_D22_17_f";0;327
"2025_D22_17";"D22_17";2025;"incubation2";"m";59941;0;0;NA;2;38668,5;"2025_incubation2_D22_17_m";"2025_incubation2_D22_17_m";0;327
"2025_D22_17";"D22_17";2025;"incubation3";"f";59976;0;0;NA;2;46459,5;"2025_incubation3_D22_17_f";"2025_incubation3_D22_17_f";0;327
"2025_D22_17";"D22_17";2025;"incubation3";"m";59941;0;0;NA;2;46355,5;"2025_incubation3_D22_17_m";"2025_incubation3_D22_17_m";0;327
"2025_J24_1";"J24_1";2025;"incubation1";"f";59939;447;4;111,75;10;6652,4;"2025_incubation1_J24_1_f";"2025_incubation1_J24_1_f";9,26;148
"2025_J24_1";"J24_1";2025;"incubation1";"m";59954;1044;7;149,142857142857;10;10172,9;"2025_incubation1_J24_1_m";"2025_incubation1_J24_1_m";15,2;101
"2025_J24_1";"J24_1";2025;"incubation2";"f";59939;41;1;41;7;9871,85714285714;"2025_incubation2_J24_1_f";"2025_incubation2_J24_1_f";1,81;277
"2025_J24_1";"J24_1";2025;"incubation2";"m";59954;150;3;50;5;24473,8;"2025_incubation2_J24_1_m";"2025_incubation2_J24_1_m";3,91;237
"2025_J24_1";"J24_1";2025;"incubation3";"f";59939;0;0;NA;1;23783;"2025_incubation3_J24_1_f";"2025_incubation3_J24_1_f";0;327
"2025_J24_1";"J24_1";2025;"incubation3";"m";59954;0;0;NA;2;71940,5;"2025_incubation3_J24_1_m";"2025_incubation3_J24_1_m";0;327
"2025_K16_4";"K16_4";2025;"incubation1";"f";58341;748;6;124,666666666667;14;9161,71428571429;"2025_incubation1_K16_4_f";"2025_incubation1_K16_4_f";12,44;117
"2025_K16_4";"K16_4";2025;"incubation1";"m";57893;738;5;147,6;58;1525,94827586207;"2025_incubation1_K16_4_m";"2025_incubation1_K16_4_m";12,84;113
"2025_K16_4";"K16_4";2025;"incubation2";"f";58341;0;0;NA;2;79151,5;"2025_incubation2_K16_4_f";"2025_incubation2_K16_4_f";0;327
"2025_K16_4";"K16_4";2025;"incubation2";"m";57893;1238;2;619;5;16535,6;"2025_incubation2_K16_4_m";"2025_incubation2_K16_4_m";23,4;67
"2025_K16_4";"K16_4";2025;"incubation3";"f";58341;22;1;22;5;20635,8;"2025_incubation3_K16_4_f";"2025_incubation3_K16_4_f";0,94;300
"2025_K16_4";"K16_4";2025;"incubation3";"m";57893;1623;4;405,75;6;11185,5;"2025_incubation3_K16_4_m";"2025_incubation3_K16_4_m";22,9;72
"2025_K17_13";"K17_13";2025;"incubation1";"f";55406;0;0;NA;3;31781,6666666667;"2025_incubation1_K17_13_f";"2025_incubation1_K17_13_f";0;327
"2025_K17_13";"K17_13";2025;"incubation1";"m";50496;209;1;209;4;19914,25;"2025_incubation1_K17_13_m";"2025_incubation1_K17_13_m";8,25;159
"2025_K17_13";"K17_13";2025;"incubation2";"f";55406;0;0;NA;2;62605;"2025_incubation2_K17_13_f";"2025_incubation2_K17_13_f";0;327
"2025_K17_13";"K17_13";2025;"incubation2";"m";50496;65;1;65;4;18595,5;"2025_incubation2_K17_13_m";"2025_incubation2_K17_13_m";2,86;257
"2025_K19_15_22cmplx";"K19_15_22cmplx";2025;"incubation1";"f";48555;18;1;18;7;14771;"2025_incubation1_K19_15_22cmplx_f";"2025_incubation1_K19_15_22cmplx_f";0,75;307
"2025_K19_15_22cmplx";"K19_15_22cmplx";2025;"incubation1";"m";58337;14335;26;551,346153846154;33;1797,0303030303;"2025_incubation1_K19_15_22cmplx_m";"2025_incubation1_K19_15_22cmplx_m";45,65;22
"2025_K19_15_22cmplx";"K19_15_22cmplx";2025;"incubation2";"f";48555;3628;2;1814;4;37507,75;"2025_incubation2_K19_15_22cmplx_f";"2025_incubation2_K19_15_22cmplx_f";41,19;32
"2025_K19_15_22cmplx";"K19_15_22cmplx";2025;"incubation2";"m";58337;10001;2;5000,5;3;24208;"2025_incubation2_K19_15_22cmplx_m";"2025_incubation2_K19_15_22cmplx_m";60,99;14
"2025_K19_22";"K19_22";2025;"incubation2";"f";55684;423;4;105,75;7;19089,1428571429;"2025_incubation2_K19_22_f";"2025_incubation2_K19_22_f";8,86;152
"2025_K19_22";"K19_22";2025;"incubation2";"m";58348;1917;6;319,5;7;9319,85714285714;"2025_incubation2_K19_22_m";"2025_incubation2_K19_22_m";23,01;71
"2025_K19_22";"K19_22";2025;"incubation3";"f";55684;100;1;100;3;36881;"2025_incubation3_K19_22_f";"2025_incubation3_K19_22_f";4,3;231
"2025_K19_22";"K19_22";2025;"incubation3";"m";58348;1333;3;444,333333333333;5;16571,8;"2025_incubation3_K19_22_m";"2025_incubation3_K19_22_m";21,87;75
"2025_K19_31";"K19_31";2025;"incubation2";"f";57171;8413;1;8413;4;22243,75;"2025_incubation2_K19_31_f";"2025_incubation2_K19_31_f";64,54;13
"2025_K19_31";"K19_31";2025;"incubation2";"m";57208;36752;1;36752;5;15636,4;"2025_incubation2_K19_31_m";"2025_incubation2_K19_31_m";95,61;2
"2025_K19_31";"K19_31";2025;"incubation3";"f";57171;0;0;NA;2;43604,5;"2025_incubation3_K19_31_f";"2025_incubation3_K19_31_f";0;327
"2025_K19_31";"K19_31";2025;"incubation3";"m";57208;0;0;NA;2;39712,5;"2025_incubation3_K19_31_m";"2025_incubation3_K19_31_m";0;327
"2025_K20_15";"K20_15";2025;"incubation1";"f";50493;0;0;NA;3;32472;"2025_incubation1_K20_15_f";"2025_incubation1_K20_15_f";0;327
"2025_K20_15";"K20_15";2025;"incubation1";"m";56605;8;1;8;5;20348,4;"2025_incubation1_K20_15_m";"2025_incubation1_K20_15_m";0,27;322
"2025_K20_15";"K20_15";2025;"incubation2";"f";50493;16;1;16;4;28198,25;"2025_incubation2_K20_15_f";"2025_incubation2_K20_15_f";0,66;311
"2025_K20_15";"K20_15";2025;"incubation2";"m";56605;0;0;NA;3;22321;"2025_incubation2_K20_15_m";"2025_incubation2_K20_15_m";0;327
"2025_K20_8";"K20_8";2025;"incubation2";"f";56615;0;0;NA;5;12575,4;"2025_incubation2_K20_8_f";"2025_incubation2_K20_8_f";0;327
"2025_K20_8";"K20_8";2025;"incubation2";"m";60007;0;0;NA;5;31126,6;"2025_incubation2_K20_8_m";"2025_incubation2_K20_8_m";0;327
"2025_K21_28";"K21_28";2025;"incubation2";"f";59958;101;1;101;3;33440,6666666667;"2025_incubation2_K21_28_f";"2025_incubation2_K21_28_f";4,34;230
"2025_K21_28";"K21_28";2025;"incubation2";"m";59952;11;1;11;2;58774;"2025_incubation2_K21_28_m";"2025_incubation2_K21_28_m";0,42;317
"2025_K21_28";"K21_28";2025;"incubation3";"f";59958;13;1;13;3;33150,3333333333;"2025_incubation3_K21_28_f";"2025_incubation3_K21_28_f";0,51;315
"2025_K21_28";"K21_28";2025;"incubation3";"m";59952;28;1;28;2;40558;"2025_incubation3_K21_28_m";"2025_incubation3_K21_28_m";1,22;285
"2025_K21_36";"K21_36";2025;"incubation1";"f";57951;0;0;NA;5;24922,4;"2025_incubation1_K21_36_f";"2025_incubation1_K21_36_f";0;327
"2025_K21_36";"K21_36";2025;"incubation1";"m";57863;50;1;50;3;28559,3333333333;"2025_incubation1_K21_36_m";"2025_incubation1_K21_36_m";2,21;265
"2025_K21_36";"K21_36";2025;"incubation2";"f";57951;0;0;NA;6;14216,8333333333;"2025_incubation2_K21_36_f";"2025_incubation2_K21_36_f";0;327
"2025_K21_36";"K21_36";2025;"incubation2";"m";57863;33;1;33;5;18730,2;"2025_incubation2_K21_36_m";"2025_incubation2_K21_36_m";1,45;280
"2025_K22_52";"K22_52";2025;"incubation1";"f";60005;0;0;NA;3;32110,6666666667;"2025_incubation1_K22_52_f";"2025_incubation1_K22_52_f";0;327
"2025_K22_52";"K22_52";2025;"incubation1";"m";58366;0;0;NA;3;28689,6666666667;"2025_incubation1_K22_52_m";"2025_incubation1_K22_52_m";0;327
"2025_K22_52";"K22_52";2025;"incubation2";"f";60005;0;0;NA;3;27053,3333333333;"2025_incubation2_K22_52_f";"2025_incubation2_K22_52_f";0;327
"2025_K22_52";"K22_52";2025;"incubation2";"m";58366;17;1;17;3;40983,6666666667;"2025_incubation2_K22_52_m";"2025_incubation2_K22_52_m";0,7;309
"2025_K8";"K8";2025;"incubation1";"f";55404;113;3;37,6666666666667;21;4973,71428571429;"2025_incubation1_K8_f";"2025_incubation1_K8_f";2,99;256
"2025_K8";"K8";2025;"incubation1";"m";44931;245;1;245;5;17164,2;"2025_incubation1_K8_m";"2025_incubation1_K8_m";9,41;146
"2025_K8";"K8";2025;"incubation2";"f";55404;337;4;84,25;15;6797,53333333333;"2025_incubation2_K8_f";"2025_incubation2_K8_f";7,35;171
"2025_K8";"K8";2025;"incubation2";"m";44931;740;4;185;7;13417,5714285714;"2025_incubation2_K8_m";"2025_incubation2_K8_m";13,61;107
"2025_K8";"K8";2025;"incubation3";"f";55404;111;1;111;3;39276,3333333333;"2025_incubation3_K8_f";"2025_incubation3_K8_f";4,73;221
"2025_K8";"K8";2025;"incubation3";"m";44931;0;0;NA;1;57675;"2025_incubation3_K8_m";"2025_incubation3_K8_m";0;327
"2025_W20";"W20";2025;"incubation2";"f";59949;0;0;NA;2;45306,5;"2025_incubation2_W20_f";"2025_incubation2_W20_f";0;327
"2025_W20";"W20";2025;"incubation2";"m";55422;131;3;43,6666666666667;4;26199,5;"2025_incubation2_W20_m";"2025_incubation2_W20_m";3,44;243
"2025_W20";"W20";2025;"incubation3";"f";59949;0;0;NA;1;74908;"2025_incubation3_W20_f";"2025_incubation3_W20_f";0;327
"2025_W20";"W20";2025;"incubation3";"m";55422;85;1;85;3;34426;"2025_incubation3_W20_m";"2025_incubation3_W20_m";3,69;239
"2025_W28N";"W28N";2025;"incubation1";"f";26953;0;0;NA;3;43992,3333333333;"2025_incubation1_W28N_f";"2025_incubation1_W28N_f";0;327
"2025_W28N";"W28N";2025;"incubation1";"m";59897;0;0;NA;2;35073,5;"2025_incubation1_W28N_m";"2025_incubation1_W28N_m";0;327
"2025_W28N";"W28N";2025;"incubation2";"f";26953;0;0;NA;3;30049;"2025_incubation2_W28N_f";"2025_incubation2_W28N_f";0;327
"2025_W28N";"W28N";2025;"incubation2";"m";59897;0;0;NA;2;45212;"2025_incubation2_W28N_m";"2025_incubation2_W28N_m";0;327
"2025_W38A";"W38A";2025;"incubation1";"f";46025;0;0;NA;15;5747,26666666667;"2025_incubation1_W38A_f";"2025_incubation1_W38A_f";0;327
"2025_W38A";"W38A";2025;"incubation1";"m";59956;139;3;46,3333333333333;4;26925;"2025_incubation1_W38A_m";"2025_incubation1_W38A_m";3,64;241
"2025_W38A";"W38A";2025;"incubation2";"f";46025;0;0;NA;1;94195;"2025_incubation2_W38A_f";"2025_incubation2_W38A_f";0;327
"2025_W38A";"W38A";2025;"incubation2";"m";59956;0;0;NA;2;42600;"2025_incubation2_W38A_m";"2025_incubation2_W38A_m";0;327
"2025_W41J";"W41J";2025;"incubation2";"f";44955;0;0;NA;2;42112;"2025_incubation2_W41J_f";"2025_incubation2_W41J_f";0;327
"2025_W41J";"W41J";2025;"incubation2";"m";26975;1162;1;1162;3;40125,3333333333;"2025_incubation2_W41J_m";"2025_incubation2_W41J_m";27,65;56
"2025_W41J";"W41J";2025;"incubation3";"f";44955;0;0;NA;2;57682;"2025_incubation3_W41J_f";"2025_incubation3_W41J_f";0;327
"2025_W41J";"W41J";2025;"incubation3";"m";26975;0;0;NA;2;44142;"2025_incubation3_W41J_m";"2025_incubation3_W41J_m";0;327
"2025_Y23_1";"Y23_1";2025;"incubation1";"f";60010;730;4;182,5;9;9866,55555555555;"2025_incubation1_Y23_1_f";"2025_incubation1_Y23_1_f";13,47;108
"2025_Y23_1";"Y23_1";2025;"incubation1";"m";43812;639;3;213;5;15683,8;"2025_incubation1_Y23_1_m";"2025_incubation1_Y23_1_m";13,25;110
"2025_Y23_1";"Y23_1";2025;"incubation3";"f";60010;0;0;NA;2;34106;"2025_incubation3_Y23_1_f";"2025_incubation3_Y23_1_f";0;327
"2025_Y23_1";"Y23_1";2025;"incubation3";"m";43812;11;1;11;2;49799;"2025_incubation3_Y23_1_m";"2025_incubation3_Y23_1_m";0,42;317
